Date,Order Number,Customer,Mode,Depart,Arrive,Valid_Order
09-Jan-23,740,Addidas,Car,09-01-2023 00:57,02-01-2021 21:45,1
06-Feb-23,768,Addidas,Car,06-02-2023 00:59,02-01-2021 23:26,1
26-Feb-23,788,Addidas,Car,26-02-2023 01:01,03-01-2021 00:38,1
18-Mar-23,808,Addidas,Car,18-03-2023 01:02,03-01-2021 01:50,1
07-Apr-23,828,Addidas,Car,07-04-2023 01:04,03-01-2021 03:02,1
27-Apr-23,848,Addidas,Car,27-04-2023 01:05,03-01-2021 04:14,1
25-May-23,876,Addidas,Car,25-05-2023 01:07,03-01-2021 05:55,1
14-Jun-23,896,Addidas,Car,14-06-2023 01:08,03-01-2021 07:07,1
04-Jul-23,916,Addidas,Car,04-07-2023 01:10,03-01-2021 08:19,1
24-Jul-23,936,Addidas,Car,24-07-2023 01:11,03-01-2021 09:31,1
13-Aug-23,956,Addidas,Car,13-08-2023 01:13,03-01-2021 10:43,1
10-Sep-23,984,Addidas,Car,10-09-2023 01:15,03-01-2021 12:23,1
30-Sep-23,1004,Addidas,Car,30-09-2023 01:16,03-01-2021 13:35,1
20-Oct-23,1024,Addidas,Car,20-10-2023 01:18,03-01-2021 14:47,1
09-Nov-23,1044,Addidas,Car,09-11-2023 01:19,03-01-2021 15:59,1
29-Nov-23,1064,Addidas,Car,29-11-2023 01:21,03-01-2021 17:11,1
27-Dec-23,1092,Addidas,Car,27-12-2023 01:23,03-01-2021 18:52,1
16-Jan-24,1112,Addidas,Car,16-01-2024 01:24,03-01-2021 20:04,1
05-Feb-24,1132,Addidas,Car,05-02-2024 01:25,03-01-2021 21:16,1
25-Feb-24,1152,Addidas,Car,25-02-2024 01:27,03-01-2021 22:28,1
16-Mar-24,1172,Addidas,Car,16-03-2024 01:28,03-01-2021 23:40,1
13-Apr-24,1200,Addidas,Car,13-04-2024 01:30,04-01-2021 01:21,1
03-May-24,1220,Addidas,Car,03-05-2024 01:32,04-01-2021 02:33,1
23-May-24,1240,Addidas,Car,23-05-2024 01:33,04-01-2021 03:45,1
12-Jun-24,1260,Addidas,Car,12-06-2024 01:35,04-01-2021 04:57,1
02-Jul-24,1280,Addidas,Car,02-07-2024 01:36,04-01-2021 06:09,1
30-Jul-24,1308,Addidas,Car,30-07-2024 01:38,04-01-2021 07:50,1
19-Aug-24,1328,Addidas,Car,19-08-2024 01:40,04-01-2021 09:02,1
08-Sep-24,1348,Addidas,Car,08-09-2024 01:41,04-01-2021 10:14,1
28-Sep-24,1368,Addidas,Car,28-09-2024 01:42,04-01-2021 11:26,1
18-Oct-24,1388,Addidas,Car,18-10-2024 01:44,04-01-2021 12:38,1
15-Nov-24,1416,Addidas,Car,15-11-2024 01:46,04-01-2021 14:19,1
05-Dec-24,1436,Addidas,Car,05-12-2024 01:47,04-01-2021 15:31,1
25-Dec-24,1456,Addidas,Car,25-12-2024 01:49,04-01-2021 16:43,1
14-Jan-25,1476,Addidas,Car,14-01-2025 01:50,04-01-2021 17:55,1
03-Feb-25,1496,Addidas,Car,03-02-2025 01:52,04-01-2021 19:07,1
03-Mar-25,1524,Addidas,Car,03-03-2025 01:54,04-01-2021 20:47,1
23-Mar-25,1544,Addidas,Car,23-03-2025 01:55,04-01-2021 21:59,1
12-Apr-25,1564,Addidas,Car,12-04-2025 01:57,04-01-2021 23:11,1
02-May-25,1584,Addidas,Car,02-05-2025 01:58,05-01-2021 00:23,1
22-May-25,1604,Addidas,Car,22-05-2025 01:59,05-01-2021 01:35,1
19-Jun-25,1632,Addidas,Car,19-06-2025 02:01,05-01-2021 03:16,1
09-Jul-25,1652,Addidas,Car,09-07-2025 02:03,05-01-2021 04:28,1
29-Jul-25,1672,Addidas,Car,29-07-2025 02:04,05-01-2021 05:40,1
18-Aug-25,1692,Addidas,Car,18-08-2025 02:06,05-01-2021 06:52,1
07-Sep-25,1712,Addidas,Car,07-09-2025 02:07,05-01-2021 08:04,1
05-Oct-25,1740,Addidas,Car,05-10-2025 02:09,05-01-2021 09:45,1
25-Oct-25,1760,Addidas,Car,25-10-2025 02:11,05-01-2021 10:57,1
14-Nov-25,1780,Addidas,Car,14-11-2025 02:12,05-01-2021 12:09,1
04-Dec-25,1800,Addidas,Car,04-12-2025 02:14,05-01-2021 13:21,1
24-Dec-25,1820,Addidas,Car,24-12-2025 02:15,05-01-2021 14:33,1
21-Jan-26,1848,Addidas,Car,21-01-2026 02:17,05-01-2021 16:14,1
10-Feb-26,1868,Addidas,Car,10-02-2026 02:18,05-01-2021 17:26,1
02-Mar-26,1888,Addidas,Car,02-03-2026 02:20,05-01-2021 18:38,1
22-Mar-26,1908,Addidas,Car,22-03-2026 02:21,05-01-2021 19:50,1
11-Apr-26,1928,Addidas,Car,11-04-2026 02:23,05-01-2021 21:02,1
09-May-26,1956,Addidas,Car,09-05-2026 02:25,05-01-2021 22:43,1
29-May-26,1976,Addidas,Car,29-05-2026 02:26,05-01-2021 23:55,1
18-Jun-26,1996,Addidas,Car,18-06-2026 02:28,06-01-2021 01:07,1
08-Jul-26,2016,Addidas,Car,08-07-2026 02:29,06-01-2021 02:19,1
28-Jul-26,2036,Addidas,Car,28-07-2026 02:31,06-01-2021 03:31,1
25-Aug-26,2064,Addidas,Car,25-08-2026 02:33,06-01-2021 05:11,1
14-Sep-26,2084,Addidas,Car,14-09-2026 02:34,06-01-2021 06:23,1
04-Oct-26,2104,Addidas,Car,04-10-2026 02:35,06-01-2021 07:35,1
24-Oct-26,2124,Addidas,Car,24-10-2026 02:37,06-01-2021 08:47,1
13-Nov-26,2144,Addidas,Car,13-11-2026 02:38,06-01-2021 09:59,1
11-Dec-26,2172,Addidas,Car,11-12-2026 02:40,06-01-2021 11:40,1
31-Dec-26,2192,Addidas,Car,31-12-2026 02:42,06-01-2021 12:52,1
20-Jan-27,2212,Addidas,Car,20-01-2027 02:43,06-01-2021 14:04,1
09-Feb-27,2232,Addidas,Car,09-02-2027 02:45,06-01-2021 15:16,1
01-Mar-27,2252,Addidas,Car,01-03-2027 02:46,06-01-2021 16:28,1
29-Mar-27,2280,Addidas,Car,29-03-2027 02:48,06-01-2021 18:09,1
18-Apr-27,2300,Addidas,Car,18-04-2027 02:50,06-01-2021 19:21,1
08-May-27,2320,Addidas,Car,08-05-2027 02:51,06-01-2021 20:33,1
28-May-27,2340,Addidas,Car,28-05-2027 02:52,06-01-2021 21:45,1
17-Jun-27,2360,Addidas,Car,17-06-2027 02:54,06-01-2021 22:57,1
15-Jul-27,2388,Addidas,Car,15-07-2027 02:56,07-01-2021 00:38,1
04-Aug-27,2408,Addidas,Car,04-08-2027 02:57,07-01-2021 01:50,1
24-Aug-27,2428,Addidas,Car,24-08-2027 02:59,07-01-2021 03:02,1
13-Sep-27,2448,Addidas,Car,13-09-2027 03:00,07-01-2021 04:14,1
03-Oct-27,2468,Addidas,Car,03-10-2027 03:02,07-01-2021 05:26,1
31-Oct-27,2496,Addidas,Car,31-10-2027 03:04,07-01-2021 07:07,1
06-Jan-21,7,Addidas,Plane,06-01-2021 00:04,01-01-2021 01:46,1
26-Jan-21,27,Addidas,Plane,26-01-2021 00:06,01-01-2021 02:58,1
15-Feb-21,47,Addidas,Plane,15-02-2021 00:07,01-01-2021 04:10,1
07-Mar-21,67,Addidas,Plane,07-03-2021 00:09,01-01-2021 05:22,1
27-Mar-21,87,Addidas,Plane,27-03-2021 00:10,01-01-2021 06:34,1
16-Apr-21,107,Addidas,Plane,16-04-2021 00:12,01-01-2021 07:46,1
24-Apr-21,115,Addidas,Plane,24-04-2021 00:12,01-01-2021 08:15,1
14-May-21,135,Addidas,Plane,14-05-2021 00:14,01-01-2021 09:27,1
03-Jun-21,155,Addidas,Plane,03-06-2021 00:15,01-01-2021 10:39,1
23-Jun-21,175,Addidas,Plane,23-06-2021 00:17,01-01-2021 11:51,1
13-Jul-21,195,Addidas,Plane,13-07-2021 00:18,01-01-2021 13:03,1
02-Aug-21,215,Addidas,Plane,02-08-2021 00:19,01-01-2021 14:15,1
10-Aug-21,223,Addidas,Plane,10-08-2021 00:20,01-01-2021 14:44,1
30-Aug-21,243,Addidas,Plane,30-08-2021 00:21,01-01-2021 15:56,1
19-Sep-21,263,Addidas,Plane,19-09-2021 00:23,01-01-2021 17:08,1
09-Oct-21,283,Addidas,Plane,09-10-2021 00:24,01-01-2021 18:20,1
29-Oct-21,303,Addidas,Plane,29-10-2021 00:26,01-01-2021 19:32,1
18-Nov-21,323,Addidas,Plane,18-11-2021 00:27,01-01-2021 20:44,1
26-Nov-21,331,Addidas,Plane,26-11-2021 00:28,01-01-2021 21:13,1
16-Dec-21,351,Addidas,Plane,16-12-2021 00:29,01-01-2021 22:25,1
05-Jan-22,371,Addidas,Plane,05-01-2022 00:31,01-01-2021 23:37,1
25-Jan-22,391,Addidas,Plane,25-01-2022 00:32,02-01-2021 00:49,1
14-Feb-22,411,Addidas,Plane,14-02-2022 00:34,02-01-2021 02:01,1
06-Mar-22,431,Addidas,Plane,06-03-2022 00:35,02-01-2021 03:13,1
14-Mar-22,439,Addidas,Plane,14-03-2022 00:36,02-01-2021 03:41,1
03-Apr-22,459,Addidas,Plane,03-04-2022 00:37,02-01-2021 04:53,1
23-Apr-22,479,Addidas,Plane,23-04-2022 00:38,02-01-2021 06:05,1
13-May-22,499,Addidas,Plane,13-05-2022 00:40,02-01-2021 07:17,1
02-Jun-22,519,Addidas,Plane,02-06-2022 00:41,02-01-2021 08:29,1
22-Jun-22,539,Addidas,Plane,22-06-2022 00:43,02-01-2021 09:41,1
30-Jun-22,547,Addidas,Plane,30-06-2022 00:43,02-01-2021 10:10,1
20-Jul-22,567,Addidas,Plane,20-07-2022 00:45,02-01-2021 11:22,1
09-Aug-22,587,Addidas,Plane,09-08-2022 00:46,02-01-2021 12:34,1
29-Aug-22,607,Addidas,Plane,29-08-2022 00:48,02-01-2021 13:46,1
18-Sep-22,627,Addidas,Plane,18-09-2022 00:49,02-01-2021 14:58,1
08-Oct-22,647,Addidas,Plane,08-10-2022 00:51,02-01-2021 16:10,1
16-Oct-22,655,Addidas,Plane,16-10-2022 00:51,02-01-2021 16:39,1
05-Nov-22,675,Addidas,Plane,05-11-2022 00:53,02-01-2021 17:51,1
25-Nov-22,695,Addidas,Plane,25-11-2022 00:54,02-01-2021 19:03,1
15-Dec-22,715,Addidas,Plane,15-12-2022 00:55,02-01-2021 20:15,1
04-Jan-23,735,Addidas,Plane,04-01-2023 00:57,02-01-2021 21:27,1
24-Jan-23,755,Addidas,Plane,24-01-2023 00:58,02-01-2021 22:39,1
01-Feb-23,763,Addidas,Plane,01-02-2023 00:59,02-01-2021 23:08,1
21-Feb-23,783,Addidas,Plane,21-02-2023 01:00,03-01-2021 00:20,1
13-Mar-23,803,Addidas,Plane,13-03-2023 01:02,03-01-2021 01:32,1
02-Apr-23,823,Addidas,Plane,02-04-2023 01:03,03-01-2021 02:44,1
22-Apr-23,843,Addidas,Plane,22-04-2023 01:05,03-01-2021 03:56,1
12-May-23,863,Addidas,Plane,12-05-2023 01:06,03-01-2021 05:08,1
20-May-23,871,Addidas,Plane,20-05-2023 01:07,03-01-2021 05:37,1
09-Jun-23,891,Addidas,Plane,09-06-2023 01:08,03-01-2021 06:49,1
29-Jun-23,911,Addidas,Plane,29-06-2023 01:10,03-01-2021 08:01,1
19-Jul-23,931,Addidas,Plane,19-07-2023 01:11,03-01-2021 09:13,1
08-Aug-23,951,Addidas,Plane,08-08-2023 01:12,03-01-2021 10:25,1
28-Aug-23,971,Addidas,Plane,28-08-2023 01:14,03-01-2021 11:37,1
05-Sep-23,979,Addidas,Plane,05-09-2023 01:14,03-01-2021 12:05,1
25-Sep-23,999,Addidas,Plane,25-09-2023 01:16,03-01-2021 13:17,1
15-Oct-23,1019,Addidas,Plane,15-10-2023 01:17,03-01-2021 14:29,1
04-Nov-23,1039,Addidas,Plane,04-11-2023 01:19,03-01-2021 15:41,1
24-Nov-23,1059,Addidas,Plane,24-11-2023 01:20,03-01-2021 16:53,1
14-Dec-23,1079,Addidas,Plane,14-12-2023 01:22,03-01-2021 18:05,1
22-Dec-23,1087,Addidas,Plane,22-12-2023 01:22,03-01-2021 18:34,1
11-Jan-24,1107,Addidas,Plane,11-01-2024 01:24,03-01-2021 19:46,1
31-Jan-24,1127,Addidas,Plane,31-01-2024 01:25,03-01-2021 20:58,1
20-Feb-24,1147,Addidas,Plane,20-02-2024 01:27,03-01-2021 22:10,1
11-Mar-24,1167,Addidas,Plane,11-03-2024 01:28,03-01-2021 23:22,1
31-Mar-24,1187,Addidas,Plane,31-03-2024 01:29,04-01-2021 00:34,1
08-Apr-24,1195,Addidas,Plane,08-04-2024 01:30,04-01-2021 01:03,1
28-Apr-24,1215,Addidas,Plane,28-04-2024 01:31,04-01-2021 02:15,1
18-May-24,1235,Addidas,Plane,18-05-2024 01:33,04-01-2021 03:27,1
07-Jun-24,1255,Addidas,Plane,07-06-2024 01:34,04-01-2021 04:39,1
27-Jun-24,1275,Addidas,Plane,27-06-2024 01:36,04-01-2021 05:51,1
17-Jul-24,1295,Addidas,Plane,17-07-2024 01:37,04-01-2021 07:03,1
25-Jul-24,1303,Addidas,Plane,25-07-2024 01:38,04-01-2021 07:32,1
14-Aug-24,1323,Addidas,Plane,14-08-2024 01:39,04-01-2021 08:44,1
03-Sep-24,1343,Addidas,Plane,03-09-2024 01:41,04-01-2021 09:56,1
23-Sep-24,1363,Addidas,Plane,23-09-2024 01:42,04-01-2021 11:08,1
13-Oct-24,1383,Addidas,Plane,13-10-2024 01:44,04-01-2021 12:20,1
02-Nov-24,1403,Addidas,Plane,02-11-2024 01:45,04-01-2021 13:32,1
10-Nov-24,1411,Addidas,Plane,10-11-2024 01:46,04-01-2021 14:01,1
30-Nov-24,1431,Addidas,Plane,30-11-2024 01:47,04-01-2021 15:13,1
20-Dec-24,1451,Addidas,Plane,20-12-2024 01:48,04-01-2021 16:25,1
09-Jan-25,1471,Addidas,Plane,09-01-2025 01:50,04-01-2021 17:37,1
29-Jan-25,1491,Addidas,Plane,29-01-2025 01:51,04-01-2021 18:49,1
18-Feb-25,1511,Addidas,Plane,18-02-2025 01:53,04-01-2021 20:01,1
26-Feb-25,1519,Addidas,Plane,26-02-2025 01:53,04-01-2021 20:29,1
18-Mar-25,1539,Addidas,Plane,18-03-2025 01:55,04-01-2021 21:41,1
07-Apr-25,1559,Addidas,Plane,07-04-2025 01:56,04-01-2021 22:53,1
27-Apr-25,1579,Addidas,Plane,27-04-2025 01:58,05-01-2021 00:05,1
17-May-25,1599,Addidas,Plane,17-05-2025 01:59,05-01-2021 01:17,1
06-Jun-25,1619,Addidas,Plane,06-06-2025 02:01,05-01-2021 02:29,1
14-Jun-25,1627,Addidas,Plane,14-06-2025 02:01,05-01-2021 02:58,1
04-Jul-25,1647,Addidas,Plane,04-07-2025 02:03,05-01-2021 04:10,1
24-Jul-25,1667,Addidas,Plane,24-07-2025 02:04,05-01-2021 05:22,1
13-Aug-25,1687,Addidas,Plane,13-08-2025 02:05,05-01-2021 06:34,1
02-Sep-25,1707,Addidas,Plane,02-09-2025 02:07,05-01-2021 07:46,1
22-Sep-25,1727,Addidas,Plane,22-09-2025 02:08,05-01-2021 08:58,1
30-Sep-25,1735,Addidas,Plane,30-09-2025 02:09,05-01-2021 09:27,1
20-Oct-25,1755,Addidas,Plane,20-10-2025 02:10,05-01-2021 10:39,1
09-Nov-25,1775,Addidas,Plane,09-11-2025 02:12,05-01-2021 11:51,1
29-Nov-25,1795,Addidas,Plane,29-11-2025 02:13,05-01-2021 13:03,1
19-Dec-25,1815,Addidas,Plane,19-12-2025 02:15,05-01-2021 14:15,1
08-Jan-26,1835,Addidas,Plane,08-01-2026 02:16,05-01-2021 15:27,1
16-Jan-26,1843,Addidas,Plane,16-01-2026 02:17,05-01-2021 15:56,1
05-Feb-26,1863,Addidas,Plane,05-02-2026 02:18,05-01-2021 17:08,1
25-Feb-26,1883,Addidas,Plane,25-02-2026 02:20,05-01-2021 18:20,1
17-Mar-26,1903,Addidas,Plane,17-03-2026 02:21,05-01-2021 19:32,1
06-Apr-26,1923,Addidas,Plane,06-04-2026 02:22,05-01-2021 20:44,1
26-Apr-26,1943,Addidas,Plane,26-04-2026 02:24,05-01-2021 21:56,1
04-May-26,1951,Addidas,Plane,04-05-2026 02:24,05-01-2021 22:25,1
24-May-26,1971,Addidas,Plane,24-05-2026 02:26,05-01-2021 23:37,1
13-Jun-26,1991,Addidas,Plane,13-06-2026 02:27,06-01-2021 00:49,1
03-Jul-26,2011,Addidas,Plane,03-07-2026 02:29,06-01-2021 02:01,1
23-Jul-26,2031,Addidas,Plane,23-07-2026 02:30,06-01-2021 03:13,1
12-Aug-26,2051,Addidas,Plane,12-08-2026 02:32,06-01-2021 04:25,1
20-Aug-26,2059,Addidas,Plane,20-08-2026 02:32,06-01-2021 04:53,1
09-Sep-26,2079,Addidas,Plane,09-09-2026 02:34,06-01-2021 06:05,1
29-Sep-26,2099,Addidas,Plane,29-09-2026 02:35,06-01-2021 07:17,1
19-Oct-26,2119,Addidas,Plane,19-10-2026 02:37,06-01-2021 08:29,1
08-Nov-26,2139,Addidas,Plane,08-11-2026 02:38,06-01-2021 09:41,1
28-Nov-26,2159,Addidas,Plane,28-11-2026 02:39,06-01-2021 10:53,1
06-Dec-26,2167,Addidas,Plane,06-12-2026 02:40,06-01-2021 11:22,1
26-Dec-26,2187,Addidas,Plane,26-12-2026 02:41,06-01-2021 12:34,1
15-Jan-27,2207,Addidas,Plane,15-01-2027 02:43,06-01-2021 13:46,1
04-Feb-27,2227,Addidas,Plane,04-02-2027 02:44,06-01-2021 14:58,1
24-Feb-27,2247,Addidas,Plane,24-02-2027 02:46,06-01-2021 16:10,1
16-Mar-27,2267,Addidas,Plane,16-03-2027 02:47,06-01-2021 17:22,1
24-Mar-27,2275,Addidas,Plane,24-03-2027 02:48,06-01-2021 17:51,1
13-Apr-27,2295,Addidas,Plane,13-04-2027 02:49,06-01-2021 19:03,1
03-May-27,2315,Addidas,Plane,03-05-2027 02:51,06-01-2021 20:15,1
23-May-27,2335,Addidas,Plane,23-05-2027 02:52,06-01-2021 21:27,1
12-Jun-27,2355,Addidas,Plane,12-06-2027 02:54,06-01-2021 22:39,1
02-Jul-27,2375,Addidas,Plane,02-07-2027 02:55,06-01-2021 23:51,1
10-Jul-27,2383,Addidas,Plane,10-07-2027 02:56,07-01-2021 00:20,1
30-Jul-27,2403,Addidas,Plane,30-07-2027 02:57,07-01-2021 01:32,1
19-Aug-27,2423,Addidas,Plane,19-08-2027 02:58,07-01-2021 02:44,1
08-Sep-27,2443,Addidas,Plane,08-09-2027 03:00,07-01-2021 03:56,1
28-Sep-27,2463,Addidas,Plane,28-09-2027 03:01,07-01-2021 05:08,1
18-Oct-27,2483,Addidas,Plane,18-10-2027 03:03,07-01-2021 06:20,1
26-Oct-27,2491,Addidas,Plane,26-10-2027 03:03,07-01-2021 06:49,1
01-Jan-21,2,Addidas,Train,01-01-2021 00:04,01-01-2021 01:28,1
21-Jan-21,22,Addidas,Train,21-01-2021 00:06,01-01-2021 02:40,1
10-Feb-21,42,Addidas,Train,10-02-2021 00:07,01-01-2021 03:52,1
02-Mar-21,62,Addidas,Train,02-03-2021 00:08,01-01-2021 05:04,1
22-Mar-21,82,Addidas,Train,22-03-2021 00:10,01-01-2021 06:16,1
11-Apr-21,102,Addidas,Train,11-04-2021 00:11,01-01-2021 07:28,1
19-Apr-21,110,Addidas,Train,19-04-2021 00:12,01-01-2021 07:57,1
09-May-21,130,Addidas,Train,09-05-2021 00:13,01-01-2021 09:09,1
29-May-21,150,Addidas,Train,29-05-2021 00:15,01-01-2021 10:21,1
18-Jun-21,170,Addidas,Train,18-06-2021 00:16,01-01-2021 11:33,1
08-Jul-21,190,Addidas,Train,08-07-2021 00:18,01-01-2021 12:45,1
28-Jul-21,210,Addidas,Train,28-07-2021 00:19,01-01-2021 13:57,1
05-Aug-21,218,Addidas,Train,05-08-2021 00:20,01-01-2021 14:26,1
25-Aug-21,238,Addidas,Train,25-08-2021 00:21,01-01-2021 15:38,1
14-Sep-21,258,Addidas,Train,14-09-2021 00:23,01-01-2021 16:50,1
04-Oct-21,278,Addidas,Train,04-10-2021 00:24,01-01-2021 18:02,1
24-Oct-21,298,Addidas,Train,24-10-2021 00:25,01-01-2021 19:14,1
13-Nov-21,318,Addidas,Train,13-11-2021 00:27,01-01-2021 20:26,1
21-Nov-21,326,Addidas,Train,21-11-2021 00:27,01-01-2021 20:55,1
11-Dec-21,346,Addidas,Train,11-12-2021 00:29,01-01-2021 22:07,1
31-Dec-21,366,Addidas,Train,31-12-2021 00:30,01-01-2021 23:19,1
20-Jan-22,386,Addidas,Train,20-01-2022 00:32,02-01-2021 00:31,1
09-Feb-22,406,Addidas,Train,09-02-2022 00:33,02-01-2021 01:43,1
01-Mar-22,426,Addidas,Train,01-03-2022 00:35,02-01-2021 02:55,1
09-Mar-22,434,Addidas,Train,09-03-2022 00:35,02-01-2021 03:23,1
29-Mar-22,454,Addidas,Train,29-03-2022 00:37,02-01-2021 04:35,1
18-Apr-22,474,Addidas,Train,18-04-2022 00:38,02-01-2021 05:47,1
08-May-22,494,Addidas,Train,08-05-2022 00:40,02-01-2021 06:59,1
28-May-22,514,Addidas,Train,28-05-2022 00:41,02-01-2021 08:11,1
17-Jun-22,534,Addidas,Train,17-06-2022 00:42,02-01-2021 09:23,1
25-Jun-22,542,Addidas,Train,25-06-2022 00:43,02-01-2021 09:52,1
15-Jul-22,562,Addidas,Train,15-07-2022 00:44,02-01-2021 11:04,1
04-Aug-22,582,Addidas,Train,04-08-2022 00:46,02-01-2021 12:16,1
24-Aug-22,602,Addidas,Train,24-08-2022 00:47,02-01-2021 13:28,1
13-Sep-22,622,Addidas,Train,13-09-2022 00:49,02-01-2021 14:40,1
03-Oct-22,642,Addidas,Train,03-10-2022 00:50,02-01-2021 15:52,1
11-Oct-22,650,Addidas,Train,11-10-2022 00:51,02-01-2021 16:21,1
31-Oct-22,670,Addidas,Train,31-10-2022 00:52,02-01-2021 17:33,1
20-Nov-22,690,Addidas,Train,20-11-2022 00:54,02-01-2021 18:45,1
10-Dec-22,710,Addidas,Train,10-12-2022 00:55,02-01-2021 19:57,1
30-Dec-22,730,Addidas,Train,30-12-2022 00:57,02-01-2021 21:09,1
19-Jan-23,750,Addidas,Train,19-01-2023 00:58,02-01-2021 22:21,1
27-Jan-23,758,Addidas,Train,27-01-2023 00:59,02-01-2021 22:50,1
16-Feb-23,778,Addidas,Train,16-02-2023 01:00,03-01-2021 00:02,1
08-Mar-23,798,Addidas,Train,08-03-2023 01:01,03-01-2021 01:14,1
28-Mar-23,818,Addidas,Train,28-03-2023 01:03,03-01-2021 02:26,1
17-Apr-23,838,Addidas,Train,17-04-2023 01:04,03-01-2021 03:38,1
07-May-23,858,Addidas,Train,07-05-2023 01:06,03-01-2021 04:50,1
15-May-23,866,Addidas,Train,15-05-2023 01:06,03-01-2021 05:19,1
04-Jun-23,886,Addidas,Train,04-06-2023 01:08,03-01-2021 06:31,1
24-Jun-23,906,Addidas,Train,24-06-2023 01:09,03-01-2021 07:43,1
14-Jul-23,926,Addidas,Train,14-07-2023 01:11,03-01-2021 08:55,1
03-Aug-23,946,Addidas,Train,03-08-2023 01:12,03-01-2021 10:07,1
23-Aug-23,966,Addidas,Train,23-08-2023 01:14,03-01-2021 11:19,1
31-Aug-23,974,Addidas,Train,31-08-2023 01:14,03-01-2021 11:47,1
20-Sep-23,994,Addidas,Train,20-09-2023 01:16,03-01-2021 12:59,1
10-Oct-23,1014,Addidas,Train,10-10-2023 01:17,03-01-2021 14:11,1
30-Oct-23,1034,Addidas,Train,30-10-2023 01:18,03-01-2021 15:23,1
19-Nov-23,1054,Addidas,Train,19-11-2023 01:20,03-01-2021 16:35,1
09-Dec-23,1074,Addidas,Train,09-12-2023 01:21,03-01-2021 17:47,1
17-Dec-23,1082,Addidas,Train,17-12-2023 01:22,03-01-2021 18:16,1
06-Jan-24,1102,Addidas,Train,06-01-2024 01:23,03-01-2021 19:28,1
26-Jan-24,1122,Addidas,Train,26-01-2024 01:25,03-01-2021 20:40,1
15-Feb-24,1142,Addidas,Train,15-02-2024 01:26,03-01-2021 21:52,1
06-Mar-24,1162,Addidas,Train,06-03-2024 01:28,03-01-2021 23:04,1
26-Mar-24,1182,Addidas,Train,26-03-2024 01:29,04-01-2021 00:16,1
03-Apr-24,1190,Addidas,Train,03-04-2024 01:30,04-01-2021 00:45,1
23-Apr-24,1210,Addidas,Train,23-04-2024 01:31,04-01-2021 01:57,1
13-May-24,1230,Addidas,Train,13-05-2024 01:33,04-01-2021 03:09,1
02-Jun-24,1250,Addidas,Train,02-06-2024 01:34,04-01-2021 04:21,1
22-Jun-24,1270,Addidas,Train,22-06-2024 01:35,04-01-2021 05:33,1
12-Jul-24,1290,Addidas,Train,12-07-2024 01:37,04-01-2021 06:45,1
20-Jul-24,1298,Addidas,Train,20-07-2024 01:37,04-01-2021 07:14,1
09-Aug-24,1318,Addidas,Train,09-08-2024 01:39,04-01-2021 08:26,1
29-Aug-24,1338,Addidas,Train,29-08-2024 01:40,04-01-2021 09:38,1
18-Sep-24,1358,Addidas,Train,18-09-2024 01:42,04-01-2021 10:50,1
08-Oct-24,1378,Addidas,Train,08-10-2024 01:43,04-01-2021 12:02,1
28-Oct-24,1398,Addidas,Train,28-10-2024 01:45,04-01-2021 13:14,1
05-Nov-24,1406,Addidas,Train,05-11-2024 01:45,04-01-2021 13:43,1
25-Nov-24,1426,Addidas,Train,25-11-2024 01:47,04-01-2021 14:55,1
15-Dec-24,1446,Addidas,Train,15-12-2024 01:48,04-01-2021 16:07,1
04-Jan-25,1466,Addidas,Train,04-01-2025 01:50,04-01-2021 17:19,1
24-Jan-25,1486,Addidas,Train,24-01-2025 01:51,04-01-2021 18:31,1
13-Feb-25,1506,Addidas,Train,13-02-2025 01:52,04-01-2021 19:43,1
21-Feb-25,1514,Addidas,Train,21-02-2025 01:53,04-01-2021 20:11,1
13-Mar-25,1534,Addidas,Train,13-03-2025 01:54,04-01-2021 21:23,1
02-Apr-25,1554,Addidas,Train,02-04-2025 01:56,04-01-2021 22:35,1
22-Apr-25,1574,Addidas,Train,22-04-2025 01:57,04-01-2021 23:47,1
12-May-25,1594,Addidas,Train,12-05-2025 01:59,05-01-2021 00:59,1
01-Jun-25,1614,Addidas,Train,01-06-2025 02:00,05-01-2021 02:11,1
09-Jun-25,1622,Addidas,Train,09-06-2025 02:01,05-01-2021 02:40,1
29-Jun-25,1642,Addidas,Train,29-06-2025 02:02,05-01-2021 03:52,1
19-Jul-25,1662,Addidas,Train,19-07-2025 02:04,05-01-2021 05:04,1
08-Aug-25,1682,Addidas,Train,08-08-2025 02:05,05-01-2021 06:16,1
28-Aug-25,1702,Addidas,Train,28-08-2025 02:07,05-01-2021 07:28,1
17-Sep-25,1722,Addidas,Train,17-09-2025 02:08,05-01-2021 08:40,1
25-Sep-25,1730,Addidas,Train,25-09-2025 02:09,05-01-2021 09:09,1
15-Oct-25,1750,Addidas,Train,15-10-2025 02:10,05-01-2021 10:21,1
04-Nov-25,1770,Addidas,Train,04-11-2025 02:11,05-01-2021 11:33,1
24-Nov-25,1790,Addidas,Train,24-11-2025 02:13,05-01-2021 12:45,1
14-Dec-25,1810,Addidas,Train,14-12-2025 02:14,05-01-2021 13:57,1
03-Jan-26,1830,Addidas,Train,03-01-2026 02:16,05-01-2021 15:09,1
11-Jan-26,1838,Addidas,Train,11-01-2026 02:16,05-01-2021 15:38,1
31-Jan-26,1858,Addidas,Train,31-01-2026 02:18,05-01-2021 16:50,1
